Step	Value
1224	2.9305477142334
2448	3.03684258460999
3672	3.21392416954041
4896	3.2689254283905
6120	3.28727102279663
7344	3.29789519309998
8568	3.25374794006348
9792	3.01577734947205
11016	3.04436850547791
12240	3.10085511207581
13464	3.04259490966797
14688	3.22387313842773
15912	3.33996534347534
17136	3.22789669036865
18360	3.40402746200562
19584	3.23635625839233
20808	3.37188482284546
22032	3.41261172294617
23256	3.36613631248474
24480	3.44597220420837
25704	3.30795574188232
26928	3.28983235359192
28152	3.28272294998169
29376	3.27163171768188
30600	3.26696085929871
31824	3.3439953327179
33048	3.20355725288391
34272	3.25214624404907
35496	3.31076169013977
36720	3.32781457901001
37944	3.52576756477356
39168	3.46002554893494
40392	3.567551612854
41616	3.43257904052734
42840	3.3379533290863
44064	3.3810715675354
45288	3.25491809844971
46512	3.11599493026733
47736	3.13049674034119
48960	3.21368551254272
50184	3.2658805847168
51408	3.31845688819885
52632	3.39953136444092
53856	3.28693032264709
55080	3.22760105133057
56304	3.19614219665527
57528	3.17129063606262
58752	3.22448372840881
59976	3.18644165992737
61200	3.14702081680298
62424	3.0740339756012
63648	3.22727274894714
64872	3.36394739151001
66096	3.42484188079834
67320	3.54230809211731
68544	3.40466475486755
69768	3.45941638946533
70992	3.21718597412109
72216	3.23017239570618
73440	3.36622858047485
74664	3.18574023246765
75888	3.29095458984375
77112	3.31562328338623
78336	3.20935034751892
79560	3.31410360336304
80784	3.27993106842041
82008	3.13327574729919
83232	3.22654700279236
84456	3.20540904998779
85680	3.36913728713989
86904	3.47089219093323
88128	3.32295060157776
89352	3.37577819824219
90576	3.4722912311554
91800	3.49845743179321
93024	3.54791355133057
94248	3.5867714881897
95472	3.55032324790955
96696	3.40937328338623
97920	3.33124542236328
99144	3.19412612915039
100368	2.98811078071594
101592	3.11193656921387
102816	2.9860098361969
104040	3.2313985824585
105264	3.20596790313721
106488	3.09230327606201
107712	3.23323273658752
108936	3.22159504890442
110160	3.52647233009338
111384	3.38247466087341
112608	3.58029270172119
113832	3.54501056671143
115056	3.28689098358154
116280	3.3619818687439
117504	3.33856415748596
118728	3.48215079307556
119952	3.45937275886536
121176	3.61807727813721
122400	3.69810175895691
123624	3.57891631126404
124848	3.54458951950073
126072	3.50258779525757
127296	3.37194013595581
128520	3.20459580421448
129744	3.06547045707703
130968	3.02418899536133
132192	3.03067016601562
133416	3.29255390167236
134640	3.48174548149109
135864	3.55142402648926
137088	3.60726857185364
138312	3.51636528968811
139536	3.33531093597412
140760	3.42909932136536
141984	3.49469518661499
143208	3.43613243103027
144432	3.43260598182678
145656	3.37792277336121
146880	3.17908811569214
148104	3.38027000427246
149328	3.32576465606689
150552	3.35786390304565
151776	3.2112832069397
153000	3.15222907066345
