Step	Value
1224	6.09460163116455
2448	4.74256229400635
3672	4.68426752090454
4896	4.91549634933472
6120	4.90123176574707
7344	5.93250894546509
8568	6.73929452896118
9792	7.18689966201782
11016	7.18037176132202
12240	7.44330167770386
13464	7.84848213195801
14688	7.9898853302002
15912	8.57606506347656
17136	8.81394863128662
18360	8.24203586578369
19584	8.03420257568359
20808	8.42377090454102
22032	8.26113510131836
23256	8.63855075836182
24480	8.787278175354
25704	8.47134685516357
26928	8.77730560302734
28152	8.37357521057129
29376	8.49246120452881
30600	9.04069137573242
31824	8.77087211608887
33048	8.91597461700439
34272	9.05709171295166
35496	8.68884372711182
36720	8.80017375946045
37944	9.09454727172852
39168	9.90101432800293
40392	10.1014423370361
41616	9.9738073348999
42840	9.3679723739624
44064	9.3557186126709
45288	9.77681732177734
46512	9.27785682678223
47736	9.04577350616455
48960	8.70898056030273
50184	7.65111923217773
51408	8.03384113311768
52632	8.26618099212647
53856	8.39205169677734
55080	8.58520889282227
56304	8.73600006103516
57528	8.82479572296143
58752	9.08505439758301
59976	9.33395767211914
61200	8.94845104217529
62424	9.0148811340332
63648	8.92166900634766
64872	8.42772674560547
66096	8.47307872772217
67320	8.83033084869385
68544	8.25338077545166
69768	9.06485176086426
70992	8.80458831787109
72216	8.69045734405518
73440	8.99267482757568
74664	8.77192878723145
75888	8.82591724395752
77112	8.72864151000977
78336	8.87962436676025
79560	8.35383319854736
80784	8.9367151260376
82008	9.18049335479736
83232	9.0246000289917
84456	9.02918815612793
85680	8.78937530517578
86904	8.97790813446045
88128	8.90590763092041
89352	9.1826810836792
90576	9.10128498077393
91800	8.77621173858643
93024	9.25451278686523
94248	9.48890495300293
95472	9.86917209625244
96696	9.94442844390869
97920	8.91197395324707
99144	8.33718490600586
100368	7.72558212280273
101592	7.23001718521118
102816	7.40940999984741
104040	7.48210096359253
105264	7.4365439414978
106488	7.42277956008911
107712	8.05019760131836
108936	8.89445495605469
110160	9.34374618530273
111384	10.2189645767212
112608	10.0730686187744
113832	9.76322078704834
115056	9.12960910797119
116280	8.59052848815918
117504	8.33395004272461
118728	7.82117319107056
119952	7.47710657119751
121176	8.00020313262939
122400	8.52001667022705
123624	9.09457111358643
124848	9.21840763092041
126072	9.32578372955322
127296	9.18999481201172
128520	9.18638801574707
129744	9.77583122253418
130968	9.91754055023193
132192	9.3886604309082
133416	9.17834568023682
134640	9.41548347473145
135864	9.6126127243042
137088	9.66289806365967
138312	9.35506439208984
139536	9.04411888122559
140760	8.63344573974609
141984	8.95278358459473
143208	9.56448459625244
144432	9.17956733703613
145656	8.88432598114014
146880	8.34493923187256
148104	7.86116552352905
149328	8.00434684753418
150552	8.39592361450195
151776	8.8023738861084
153000	8.62677001953125
154224	9.30018615722656
155448	9.36196804046631
156672	9.38689231872559
157896	9.36016368865967
159120	9.54586410522461
160344	9.60504055023193
161568	9.23923492431641
162792	8.95010471343994
164016	8.29427051544189
165240	8.1763219833374
166464	8.15974235534668
167688	8.36148643493652
168912	8.55398368835449
170136	8.45949077606201
171360	8.35181045532227
172584	8.14633846282959
173808	7.88023805618286
175032	7.68274545669556
176256	7.63970232009888
177480	7.80399990081787
178704	8.51532173156738
179928	8.76503086090088
181152	9.18613147735596
182376	9.38680839538574
183600	9.90535449981689
184824	9.79217910766602
186048	9.47592067718506
187272	9.05261135101318
188496	8.32554626464844
189720	8.18303108215332
190944	8.18597221374512
192168	8.4754695892334
193392	8.13807106018066
194616	8.36770534515381
195840	9.11325263977051
197064	9.58683490753174
198288	10.0121202468872
199512	10.3493528366089
200736	9.81814670562744
201960	9.25588512420654
203184	9.09743213653564
204408	8.9110631942749
205632	8.91447067260742
206856	8.57468795776367
208080	8.23679924011231
209304	8.01761436462402
210528	7.51618146896362
211752	7.49412631988525
212976	8.1644458770752
214200	8.39121818542481
215424	8.84928703308106
216648	9.09541988372803
217872	8.66345882415772
219096	8.31336688995361
220320	8.53022480010986
221544	8.50975608825684
222768	8.74763774871826
223992	9.10749626159668
225216	8.95823955535889
226440	8.75744247436523
227664	8.77711200714111
228888	8.34316253662109
230112	8.49499225616455
231336	8.90010738372803
232560	9.08416748046875
233784	9.76286888122559
235008	10.4476270675659
236232	10.6887969970703
237456	10.3270902633667
238680	9.87420558929443
239904	9.44184684753418
241128	9.09731864929199
242352	8.56077766418457
243576	9.03885173797607
244800	8.96058368682861
246024	9.34549522399902
247248	9.87240505218506
248472	9.40499973297119
249696	9.55457592010498
250920	8.81729412078857
252144	8.34194087982178
253368	9.16892528533936
254592	8.38821887969971
255816	8.52186965942383
257040	8.5388708114624
258264	7.62164926528931
259488	7.58530998229981
260712	7.82747554779053
261936	7.88800096511841
263160	8.71019077301025
264384	9.08459091186523
265608	9.26602077484131
266832	9.35158348083496
268056	8.71900177001953
269280	9.07590770721436
270504	9.60476970672607
271728	9.29306316375732
272952	9.70315837860107
274176	9.68475723266602
275400	9.88613128662109
276624	10.5195989608765
277848	10.5083475112915
279072	10.231219291687
280296	9.75669288635254
281520	9.52919578552246
282744	8.89437770843506
283968	9.3477668762207
285192	8.9251880645752
286416	8.87782382965088
287640	9.0121021270752
288864	8.83705997467041
290088	8.50173473358154
291312	8.28839874267578
292536	8.3597354888916
293760	8.23229694366455
294984	8.88936424255371
296208	9.45154285430908
297432	10.0112581253052
298656	10.0140514373779
299880	9.606369972229
301104	8.78598213195801
302328	8.57618618011475
303552	8.50752353668213
304776	8.916916847229
306000	9.17351341247559
307224	8.75195789337158
308448	8.76508045196533
309672	8.5968713760376
310896	8.2866849899292
312120	8.73201465606689
313344	8.91800212860107
314568	9.23331832885742
315792	9.28584480285645
317016	9.27456474304199
318240	8.73604965209961
319464	9.04341125488281
320688	9.54129409790039
321912	9.60671615600586
323136	10.7405195236206
324360	9.97751617431641
